# redshift	D_L [Mpc]
8.64842328e-04	3.74277532e+00
8.82969996e-04	3.82128068e+00
9.01477631e-04	3.90143386e+00
9.20373200e-04	3.98326951e+00
9.39664831e-04	4.06682298e+00
9.59360829e-04	4.15213040e+00
9.79469667e-04	4.23922862e+00
1.00000000e-03	4.32815532e+00
1.02096066e-03	4.41894893e+00
1.04236067e-03	4.51164870e+00
1.06420924e-03	4.60629473e+00
1.08651577e-03	4.70292795e+00
1.10928986e-03	4.80159014e+00
1.13254132e-03	4.90232398e+00
1.15628013e-03	5.00517306e+00
1.18051653e-03	5.11018186e+00
1.20526094e-03	5.21739583e+00
1.23052400e-03	5.32686136e+00
1.25631660e-03	5.43862582e+00
1.28264983e-03	5.55273760e+00
1.30953502e-03	5.66924608e+00
1.33698374e-03	5.78820172e+00
1.36500781e-03	5.90965602e+00
1.39361927e-03	6.03366157e+00
1.42283046e-03	6.16027208e+00
1.45265393e-03	6.28954241e+00
1.48310251e-03	6.42152855e+00
1.51418933e-03	6.55628769e+00
1.54592774e-03	6.69387823e+00
1.57833141e-03	6.83435981e+00
1.61141428e-03	6.97779331e+00
1.64519059e-03	7.12424094e+00
1.67967487e-03	7.27376618e+00
1.71488197e-03	7.42643388e+00
1.75082703e-03	7.58231027e+00
1.78752553e-03	7.74146296e+00
1.82499324e-03	7.90396102e+00
1.86324631e-03	8.06987496e+00
1.90230119e-03	8.23927680e+00
1.94217468e-03	8.41224008e+00
1.98288395e-03	8.58883990e+00
2.02444651e-03	8.76915295e+00
2.06688025e-03	8.95325756e+00
2.11020343e-03	9.14123371e+00
2.15443469e-03	9.33316309e+00
2.19959307e-03	9.52912910e+00
2.24569800e-03	9.72921695e+00
2.29276931e-03	9.93351363e+00
2.34082728e-03	1.01421080e+01
2.38989257e-03	1.03550908e+01
2.43998630e-03	1.05725546e+01
2.49113003e-03	1.07945942e+01
2.54334576e-03	1.10213062e+01
2.59665597e-03	1.12527892e+01
2.65108360e-03	1.14891441e+01
2.70665207e-03	1.17304739e+01
2.76338529e-03	1.19768837e+01
2.82130768e-03	1.22284809e+01
2.88044415e-03	1.24853751e+01
2.94082017e-03	1.27476785e+01
3.00246171e-03	1.30155054e+01
3.06539530e-03	1.32889726e+01
3.12964801e-03	1.35681996e+01
3.19524751e-03	1.38533081e+01
3.26222201e-03	1.41444228e+01
3.33060034e-03	1.44416707e+01
3.40041193e-03	1.47451818e+01
3.47168682e-03	1.50550888e+01
3.54445567e-03	1.53715270e+01
3.61874981e-03	1.56946350e+01
3.69460121e-03	1.60245540e+01
3.77204249e-03	1.63614285e+01
3.85110700e-03	1.67054060e+01
3.93182876e-03	1.70566370e+01
4.01424249e-03	1.74152756e+01
4.09838367e-03	1.77814789e+01
4.18428851e-03	1.81554074e+01
4.27199397e-03	1.85372252e+01
4.36153779e-03	1.89270998e+01
4.45295851e-03	1.93252023e+01
4.54629547e-03	1.97317077e+01
4.64158883e-03	2.01467944e+01
4.73887961e-03	2.05706448e+01
4.83820966e-03	2.10034455e+01
4.93962174e-03	2.14453867e+01
5.04315949e-03	2.18966630e+01
5.14886745e-03	2.23574731e+01
5.25679112e-03	2.28280199e+01
5.36697695e-03	2.33085108e+01
5.47947234e-03	2.37991578e+01
5.59432571e-03	2.43001771e+01
5.71158648e-03	2.48117901e+01
5.83130511e-03	2.53342225e+01
5.95353313e-03	2.58677053e+01
6.07832313e-03	2.64124743e+01
6.20572881e-03	2.69687704e+01
6.33580499e-03	2.75368399e+01
6.46860766e-03	2.81169342e+01
6.60419396e-03	2.87093104e+01
6.74262224e-03	2.93142311e+01
6.88395207e-03	2.99319647e+01
7.02824426e-03	3.05627853e+01
7.17556092e-03	3.12069732e+01
7.32596543e-03	3.18648145e+01
7.47952252e-03	3.25366020e+01
7.63629826e-03	3.32226345e+01
7.79636013e-03	3.39232175e+01
7.95977700e-03	3.46386633e+01
8.12661920e-03	3.53692908e+01
8.29695852e-03	3.61154262e+01
8.47086827e-03	3.68774026e+01
8.64842328e-03	3.76555606e+01
8.82969996e-03	3.84502482e+01
9.01477631e-03	3.92618211e+01
9.20373200e-03	4.00906428e+01
9.39664831e-03	4.09370850e+01
9.59360829e-03	4.18015274e+01
9.79469667e-03	4.26843582e+01
1.00000000e-02	4.35859742e+01
1.02096066e-02	4.45067808e+01
1.04236067e-02	4.54471928e+01
1.06420924e-02	4.64076339e+01
1.08651577e-02	4.73885372e+01
1.10928986e-02	4.83903456e+01
1.13254132e-02	4.94135118e+01
1.15628013e-02	5.04584987e+01
1.18051653e-02	5.15257792e+01
1.20526094e-02	5.26158373e+01
1.23052400e-02	5.37291673e+01
1.25631660e-02	5.48662750e+01
1.28264983e-02	5.60276773e+01
1.30953502e-02	5.72139027e+01
1.33698374e-02	5.84254919e+01
1.36500781e-02	5.96629974e+01
1.39361927e-02	6.09269843e+01
1.42283046e-02	6.22180306e+01
1.45265393e-02	6.35367272e+01
1.48310251e-02	6.48836784e+01
1.51418933e-02	6.62595023e+01
1.54592774e-02	6.76648309e+01
1.57833141e-02	6.91003107e+01
1.61141428e-02	7.05666029e+01
1.64519059e-02	7.20643837e+01
1.67967487e-02	7.35943448e+01
1.71488197e-02	7.51571937e+01
1.75082703e-02	7.67536541e+01
1.78752553e-02	7.83844664e+01
1.82499324e-02	8.00503879e+01
1.86324631e-02	8.17521935e+01
1.90230119e-02	8.34906757e+01
1.94217468e-02	8.52666454e+01
1.98288395e-02	8.70809325e+01
2.02444651e-02	8.89343857e+01
2.06688025e-02	9.08278738e+01
2.11020343e-02	9.27622856e+01
2.15443469e-02	9.47385305e+01
2.19959307e-02	9.67575393e+01
2.24569800e-02	9.88202646e+01
2.29276931e-02	1.00927681e+02
2.34082728e-02	1.03080786e+02
2.38989257e-02	1.05280602e+02
2.43998630e-02	1.07528172e+02
2.49113003e-02	1.09824567e+02
2.54334576e-02	1.12170882e+02
2.59665597e-02	1.14568238e+02
2.65108360e-02	1.17017783e+02
2.70665207e-02	1.19520691e+02
2.76338529e-02	1.22078166e+02
2.82130768e-02	1.24691438e+02
2.88044415e-02	1.27361769e+02
2.94082017e-02	1.30090450e+02
3.00246171e-02	1.32878803e+02
3.06539530e-02	1.35728183e+02
3.12964801e-02	1.38639976e+02
3.19524751e-02	1.41615602e+02
3.26222201e-02	1.44656516e+02
3.33060034e-02	1.47764208e+02
3.40041193e-02	1.50940204e+02
3.47168682e-02	1.54186067e+02
3.54445567e-02	1.57503398e+02
3.61874981e-02	1.60893839e+02
3.69460121e-02	1.64359071e+02
3.77204249e-02	1.67900816e+02
3.85110700e-02	1.71520838e+02
3.93182876e-02	1.75220946e+02
4.01424249e-02	1.79002994e+02
4.09838367e-02	1.82868880e+02
4.18428851e-02	1.86820551e+02
4.27199397e-02	1.90860001e+02
4.36153779e-02	1.94989276e+02
4.45295851e-02	1.99210472e+02
4.54629547e-02	2.03525738e+02
4.64158883e-02	2.07937276e+02
4.73887961e-02	2.12447344e+02
4.83820966e-02	2.17058258e+02
4.93962174e-02	2.21772393e+02
5.04315949e-02	2.26592184e+02
5.14886745e-02	2.31520125e+02
5.25679112e-02	2.36558779e+02
5.36697695e-02	2.41710772e+02
5.47947234e-02	2.46978795e+02
5.59432571e-02	2.52365614e+02
5.71158648e-02	2.57874060e+02
5.83130511e-02	2.63507042e+02
5.95353313e-02	2.69267542e+02
6.07832313e-02	2.75158621e+02
6.20572881e-02	2.81183418e+02
6.33580499e-02	2.87345155e+02
6.46860766e-02	2.93647139e+02
6.60419396e-02	3.00092762e+02
6.74262224e-02	3.06685507e+02
6.88395207e-02	3.13428949e+02
7.02824426e-02	3.20326754e+02
7.17556092e-02	3.27382691e+02
7.32596543e-02	3.34600624e+02
7.47952252e-02	3.41984522e+02
7.63629826e-02	3.49538461e+02
7.79636013e-02	3.57266624e+02
7.95977700e-02	3.65173307e+02
8.12661920e-02	3.73262923e+02
8.29695852e-02	3.81540001e+02
8.47086827e-02	3.90009194e+02
8.64842328e-02	3.98675282e+02
8.82969996e-02	4.07543173e+02
9.01477631e-02	4.16617909e+02
9.20373200e-02	4.25904669e+02
9.39664831e-02	4.35408776e+02
9.59360829e-02	4.45135695e+02
9.79469667e-02	4.55091043e+02
1.00000000e-01	4.65280591e+02
1.02096066e-01	4.75710271e+02
1.04236067e-01	4.86386175e+02
1.06420924e-01	4.97314566e+02
1.08651577e-01	5.08501881e+02
1.10928986e-01	5.19954735e+02
1.13254132e-01	5.31679926e+02
1.15628013e-01	5.43684444e+02
1.18051653e-01	5.55975472e+02
1.20526094e-01	5.68560396e+02
1.23052400e-01	5.81446807e+02
1.25631660e-01	5.94642512e+02
1.28264983e-01	6.08155534e+02
1.30953502e-01	6.21994125e+02
1.33698374e-01	6.36166769e+02
1.36500781e-01	6.50682189e+02
1.39361927e-01	6.65549356e+02
1.42283046e-01	6.80777494e+02
1.45265393e-01	6.96376091e+02
1.48310251e-01	7.12354902e+02
1.51418933e-01	7.28723961e+02
1.54592774e-01	7.45493588e+02
1.57833141e-01	7.62674396e+02
1.61141428e-01	7.80277302e+02
1.64519059e-01	7.98313535e+02
1.67967487e-01	8.16794645e+02
1.71488197e-01	8.35732512e+02
1.75082703e-01	8.55139356e+02
1.78752553e-01	8.75027748e+02
1.82499324e-01	8.95410620e+02
1.86324631e-01	9.16301273e+02
1.90230119e-01	9.37713391e+02
1.94217468e-01	9.59661051e+02
1.98288395e-01	9.82158734e+02
2.02444651e-01	1.00522134e+03
2.06688025e-01	1.02886418e+03
2.11020343e-01	1.05310304e+03
2.15443469e-01	1.07795412e+03
2.19959307e-01	1.10343411e+03
2.24569800e-01	1.12956017e+03
2.29276931e-01	1.15634996e+03
2.34082728e-01	1.18382162e+03
2.38989257e-01	1.21199386e+03
2.43998630e-01	1.24088587e+03
2.49113003e-01	1.27051743e+03
2.54334576e-01	1.30090886e+03
2.59665597e-01	1.33208108e+03
2.65108360e-01	1.36405558e+03
2.70665207e-01	1.39685449e+03
2.76338529e-01	1.43050056e+03
2.82130768e-01	1.46501718e+03
2.88044415e-01	1.50042840e+03
2.94082017e-01	1.53675896e+03
3.00246171e-01	1.57403429e+03
3.06539530e-01	1.61228056e+03
3.12964801e-01	1.65152464e+03
3.19524751e-01	1.69179418e+03
3.26222201e-01	1.73311760e+03
3.33060034e-01	1.77552410e+03
3.40041193e-01	1.81904370e+03
3.47168682e-01	1.86370727e+03
3.54445567e-01	1.90954651e+03
3.61874981e-01	1.95659401e+03
3.69460121e-01	2.00488325e+03
3.77204249e-01	2.05444865e+03
3.85110700e-01	2.10532552e+03
3.93182876e-01	2.15755020e+03
4.01424249e-01	2.21115995e+03
4.09838367e-01	2.26619309e+03
4.18428851e-01	2.32268894e+03
4.27199397e-01	2.38068790e+03
4.36153779e-01	2.44023142e+03
4.45295851e-01	2.50136208e+03
4.54629547e-01	2.56412357e+03
4.64158883e-01	2.62856074e+03
4.73887961e-01	2.69471962e+03
4.83820966e-01	2.76264745e+03
4.93962174e-01	2.83239267e+03
5.04315949e-01	2.90400501e+03
5.14886745e-01	2.97753546e+03
5.25679112e-01	3.05303632e+03
5.36697695e-01	3.13056123e+03
5.47947234e-01	3.21016519e+03
5.59432571e-01	3.29190459e+03
5.71158648e-01	3.37583722e+03
5.83130511e-01	3.46202234e+03
5.95353313e-01	3.55052067e+03
6.07832313e-01	3.64139443e+03
6.20572881e-01	3.73470738e+03
6.33580499e-01	3.83052482e+03
6.46860766e-01	3.92891367e+03
6.60419396e-01	4.02994244e+03
6.74262224e-01	4.13368131e+03
6.88395207e-01	4.24020214e+03
7.02824426e-01	4.34957849e+03
7.17556092e-01	4.46188567e+03
7.32596543e-01	4.57720079e+03
7.47952252e-01	4.69560273e+03
7.63629826e-01	4.81717224e+03
7.79636013e-01	4.94199196e+03
7.95977700e-01	5.07014640e+03
8.12661920e-01	5.20172207e+03
8.29695852e-01	5.33680743e+03
8.47086827e-01	5.47549297e+03
8.64842328e-01	5.61787125e+03
8.82969996e-01	5.76403691e+03
9.01477631e-01	5.91408676e+03
9.20373200e-01	6.06811975e+03
9.39664831e-01	6.22623708e+03
9.59360829e-01	6.38854221e+03
9.79469667e-01	6.55514089e+03
1.00000000e+00	6.72614124e+03
1.02096066e+00	6.90165378e+03
1.04236067e+00	7.08179146e+03
1.06420924e+00	7.26666974e+03
1.08651577e+00	7.45640663e+03
1.10928986e+00	7.65112271e+03
1.13254132e+00	7.85094126e+03
1.15628013e+00	8.05598821e+03
1.18051653e+00	8.26639230e+03
1.20526094e+00	8.48228505e+03
1.23052400e+00	8.70380090e+03
1.25631660e+00	8.93107720e+03
1.28264983e+00	9.16425432e+03
1.30953502e+00	9.40347569e+03
1.33698374e+00	9.64888789e+03
1.36500781e+00	9.90064070e+03
1.39361927e+00	1.01588872e+04
1.42283046e+00	1.04237837e+04
1.45265393e+00	1.06954902e+04
1.48310251e+00	1.09741698e+04
1.51418933e+00	1.12599896e+04
1.54592774e+00	1.15531202e+04
1.57833141e+00	1.18537357e+04
1.61141428e+00	1.21620145e+04
1.64519059e+00	1.24781384e+04
1.67967487e+00	1.28022937e+04
1.71488197e+00	1.31346704e+04
1.75082703e+00	1.34754630e+04
1.78752553e+00	1.38248700e+04
1.82499324e+00	1.41830946e+04
1.86324631e+00	1.45503441e+04
1.90230119e+00	1.49268308e+04
1.94217468e+00	1.53127714e+04
1.98288395e+00	1.57083875e+04
2.02444651e+00	1.61139057e+04
2.06688025e+00	1.65295575e+04
2.11020343e+00	1.69555795e+04
2.15443469e+00	1.73922138e+04
2.19959307e+00	1.78397076e+04
2.24569800e+00	1.82983137e+04
2.29276931e+00	1.87682907e+04
2.34082728e+00	1.92499025e+04
2.38989257e+00	1.97434195e+04
2.43998630e+00	2.02491175e+04
2.49113003e+00	2.07672788e+04
2.54334576e+00	2.12981920e+04
2.59665597e+00	2.18421520e+04
2.65108360e+00	2.23994602e+04
2.70665207e+00	2.29704249e+04
2.76338529e+00	2.35553610e+04
2.82130768e+00	2.41545909e+04
2.88044415e+00	2.47684435e+04
2.94082017e+00	2.53972556e+04
3.00246171e+00	2.60413711e+04
3.06539530e+00	2.67011417e+04
3.12964801e+00	2.73769270e+04
3.19524751e+00	2.80690945e+04
3.26222201e+00	2.87780197e+04
3.33060034e+00	2.95040867e+04
3.40041193e+00	3.02476880e+04
3.47168682e+00	3.10092246e+04
3.54445567e+00	3.17891067e+04
3.61874981e+00	3.25877534e+04
3.69460121e+00	3.34055931e+04
3.77204249e+00	3.42430637e+04
3.85110700e+00	3.51006126e+04
3.93182876e+00	3.59786974e+04
4.01424249e+00	3.68777854e+04
4.09838367e+00	3.77983544e+04
4.18428851e+00	3.87408928e+04
4.27199397e+00	3.97058996e+04
4.36153779e+00	4.06938847e+04
4.45295851e+00	4.17053695e+04
4.54629547e+00	4.27408864e+04
4.64158883e+00	4.38009799e+04
4.73887961e+00	4.48862062e+04
4.83820966e+00	4.59971338e+04
4.93962174e+00	4.71343433e+04
5.04315949e+00	4.82984285e+04
5.14886745e+00	4.94899959e+04
5.25679112e+00	5.07096652e+04
5.36697695e+00	5.19580697e+04
5.47947234e+00	5.32358564e+04
5.59432571e+00	5.45436866e+04
5.71158648e+00	5.58822359e+04
5.83130511e+00	5.72521944e+04
5.95353313e+00	5.86542675e+04
6.07832313e+00	6.00891758e+04
6.20572881e+00	6.15576554e+04
6.33580499e+00	6.30604587e+04
6.46860766e+00	6.45983541e+04
6.60419396e+00	6.61721267e+04
6.74262224e+00	6.77825789e+04
6.88395207e+00	6.94305300e+04
7.02824426e+00	7.11168174e+04
7.17556092e+00	7.28422964e+04
7.32596543e+00	7.46078409e+04
7.47952252e+00	7.64143436e+04
7.63629826e+00	7.82627165e+04
7.79636013e+00	8.01538912e+04
7.95977700e+00	8.20888195e+04
8.12661920e+00	8.40684736e+04
8.29695852e+00	8.60938469e+04
8.47086827e+00	8.81659537e+04
8.64842328e+00	9.02858307e+04
8.82969996e+00	9.24545365e+04
9.01477631e+00	9.46731526e+04
9.20373200e+00	9.69427838e+04
9.39664831e+00	9.92645585e+04
9.59360829e+00	1.01639629e+05
9.79469667e+00	1.04069174e+05
1.00000000e+01	1.06554395e+05
1.02096066e+01	1.09096522e+05
1.04236067e+01	1.11696808e+05
1.06420924e+01	1.14356535e+05
1.08651577e+01	1.17077014e+05
1.10928986e+01	1.19859581e+05
1.13254132e+01	1.22705602e+05
1.15628013e+01	1.25616473e+05
1.18051653e+01	1.28593618e+05
1.20526094e+01	1.31638493e+05
1.23052400e+01	1.34752584e+05
1.25631660e+01	1.37937411e+05
1.28264983e+01	1.41194524e+05
1.30953502e+01	1.44525507e+05
1.33698374e+01	1.47931979e+05
1.36500781e+01	1.51415590e+05
1.39361927e+01	1.54978031e+05
1.42283046e+01	1.58621023e+05
1.45265393e+01	1.62346328e+05
1.48310251e+01	1.66155744e+05
1.51418933e+01	1.70051108e+05
1.54592774e+01	1.74034295e+05
1.57833141e+01	1.78107221e+05
1.61141428e+01	1.82271842e+05
1.64519059e+01	1.86530157e+05
1.67967487e+01	1.90884206e+05
1.71488197e+01	1.95336074e+05
1.75082703e+01	1.99887890e+05
1.78752553e+01	2.04541827e+05
1.82499324e+01	2.09300106e+05
1.86324631e+01	2.14164994e+05
1.90230119e+01	2.19138807e+05
1.94217468e+01	2.24223911e+05
1.98288395e+01	2.29422721e+05
2.02444651e+01	2.34737703e+05
2.06688025e+01	2.40171376e+05
2.11020343e+01	2.45726315e+05
2.15443469e+01	2.51405145e+05
2.19959307e+01	2.57210551e+05
2.24569800e+01	2.63145273e+05
2.29276931e+01	2.69212109e+05
2.34082728e+01	2.75413918e+05
2.38989257e+01	2.81753618e+05
2.43998630e+01	2.88234190e+05
2.49113003e+01	2.94858679e+05
2.54334576e+01	3.01630191e+05
2.59665597e+01	3.08551903e+05
2.65108360e+01	3.15627057e+05
2.70665207e+01	3.22858962e+05
2.76338529e+01	3.30251001e+05
2.82130768e+01	3.37806625e+05
2.88044415e+01	3.45529362e+05
2.94082017e+01	3.53422810e+05
3.00246171e+01	3.61490649e+05
3.06539530e+01	3.69736632e+05
3.12964801e+01	3.78164595e+05
3.19524751e+01	3.86778452e+05
3.26222201e+01	3.95582204e+05
3.33060034e+01	4.04579933e+05
3.40041193e+01	4.13775810e+05
3.47168682e+01	4.23174093e+05
3.54445567e+01	4.32779131e+05
3.61874981e+01	4.42595365e+05
3.69460121e+01	4.52627328e+05
3.77204249e+01	4.62879652e+05
3.85110700e+01	4.73357066e+05
3.93182876e+01	4.84064398e+05
4.01424249e+01	4.95006579e+05
4.09838367e+01	5.06188644e+05
4.18428851e+01	5.17615736e+05
4.27199397e+01	5.29293105e+05
4.36153779e+01	5.41226112e+05
4.45295851e+01	5.53420233e+05
4.54629547e+01	5.65881058e+05
4.64158883e+01	5.78614296e+05
4.73887961e+01	5.91625777e+05
4.83820966e+01	6.04921453e+05
4.93962174e+01	6.18507404e+05
5.04315949e+01	6.32389836e+05
5.14886745e+01	6.46575088e+05
5.25679112e+01	6.61069631e+05
5.36697695e+01	6.75880075e+05
5.47947234e+01	6.91013168e+05
5.59432571e+01	7.06475802e+05
5.71158648e+01	7.22275012e+05
5.83130511e+01	7.38417983e+05
5.95353313e+01	7.54912053e+05
6.07832313e+01	7.71764713e+05
6.20572881e+01	7.88983613e+05
6.33580499e+01	8.06576563e+05
6.46860766e+01	8.24551541e+05
6.60419396e+01	8.42916689e+05
6.74262224e+01	8.61680325e+05
6.88395207e+01	8.80850940e+05
7.02824426e+01	9.00437205e+05
7.17556092e+01	9.20447973e+05
7.32596543e+01	9.40892284e+05
7.47952252e+01	9.61779369e+05
7.63629826e+01	9.83118655e+05
7.79636013e+01	1.00491976e+06
7.95977700e+01	1.02719252e+06
8.12661920e+01	1.04994697e+06
8.29695852e+01	1.07319335e+06
8.47086827e+01	1.09694212e+06
8.64842328e+01	1.12120396e+06
8.82969996e+01	1.14598979e+06
9.01477631e+01	1.17131073e+06
9.20373200e+01	1.19717817e+06
9.39664831e+01	1.22360371e+06
9.59360829e+01	1.25059920e+06
