# redshift	D_L [Mpc]
9.79469667e+01	1.26803289e+06
1.00000000e+02	1.29596929e+06
1.02096066e+02	1.32450757e+06
1.04236067e+02	1.35366051e+06
1.06420924e+02	1.38344117e+06
1.08651577e+02	1.41386285e+06
1.10928986e+02	1.44493917e+06
1.13254132e+02	1.47668400e+06
1.15628013e+02	1.50911153e+06
1.18051653e+02	1.54223623e+06
1.20526094e+02	1.57607289e+06
1.23052400e+02	1.61063659e+06
1.25631660e+02	1.64594276e+06
1.28264983e+02	1.68200711e+06
1.30953502e+02	1.71884573e+06
1.33698374e+02	1.75647500e+06
1.36500781e+02	1.79491169e+06
1.39361927e+02	1.83417289e+06
1.42283046e+02	1.87427606e+06
1.45265393e+02	1.91523902e+06
1.48310251e+02	1.95707999e+06
1.51418933e+02	1.99981754e+06
1.54592774e+02	2.04347065e+06
1.57833141e+02	2.08805870e+06
1.61141428e+02	2.13360146e+06
1.64519059e+02	2.18011913e+06
1.67967487e+02	2.22763233e+06
1.71488197e+02	2.27616212e+06
1.75082703e+02	2.32573000e+06
1.78752553e+02	2.37635791e+06
1.82499324e+02	2.42806826e+06
1.86324631e+02	2.48088393e+06
1.90230119e+02	2.53482828e+06
1.94217468e+02	2.58992517e+06
1.98288395e+02	2.64619895e+06
2.02444651e+02	2.70367447e+06
2.06688025e+02	2.76237714e+06
2.11020343e+02	2.82233285e+06
2.15443469e+02	2.88356808e+06
2.19959307e+02	2.94610985e+06
2.24569800e+02	3.00998574e+06
2.29276931e+02	3.07522392e+06
2.34082728e+02	3.14185313e+06
2.38989257e+02	3.20990275e+06
2.43998630e+02	3.27940273e+06
2.49113003e+02	3.35038370e+06
2.54334576e+02	3.42287689e+06
2.59665597e+02	3.49691421e+06
2.65108360e+02	3.57252823e+06
2.70665207e+02	3.64975220e+06
2.76338529e+02	3.72862007e+06
2.82130768e+02	3.80916651e+06
2.88044415e+02	3.89142692e+06
2.94082017e+02	3.97543741e+06
3.00246171e+02	4.06123489e+06
3.06539530e+02	4.14885701e+06
3.12964801e+02	4.23834225e+06
3.19524751e+02	4.32972984e+06
3.26222201e+02	4.42305989e+06
3.33060034e+02	4.51837330e+06
3.40041193e+02	4.61571188e+06
3.47168682e+02	4.71511827e+06
3.54445567e+02	4.81663602e+06
3.61874981e+02	4.92030961e+06
3.69460121e+02	5.02618443e+06
3.77204249e+02	5.13430683e+06
3.85110700e+02	5.24472413e+06
3.93182876e+02	5.35748464e+06
4.01424249e+02	5.47263769e+06
4.09838367e+02	5.59023363e+06
4.18428851e+02	5.71032388e+06
4.27199397e+02	5.83296093e+06
4.36153779e+02	5.95819837e+06
4.45295851e+02	6.08609092e+06
4.54629547e+02	6.21669442e+06
4.64158883e+02	6.35006592e+06
4.73887961e+02	6.48626364e+06
4.83820966e+02	6.62534701e+06
4.93962174e+02	6.76737674e+06
5.04315949e+02	6.91241478e+06
5.14886745e+02	7.06052438e+06
5.25679112e+02	7.21177014e+06
5.36697695e+02	7.36621798e+06
5.47947234e+02	7.52393523e+06
5.59432571e+02	7.68499060e+06
5.71158648e+02	7.84945428e+06
5.83130511e+02	8.01739788e+06
5.95353313e+02	8.18889454e+06
6.07832313e+02	8.36401894e+06
6.20572881e+02	8.54284730e+06
6.33580499e+02	8.72545744e+06
6.46860766e+02	8.91192883e+06
6.60419396e+02	9.10234258e+06
6.74262224e+02	9.29678150e+06
6.88395207e+02	9.49533015e+06
7.02824426e+02	9.69807485e+06
7.17556092e+02	9.90510372e+06
7.32596543e+02	1.01165068e+07
7.47952252e+02	1.03323758e+07
7.63629826e+02	1.05528046e+07
7.79636013e+02	1.07778889e+07
7.95977700e+02	1.10077266e+07
8.12661920e+02	1.12424173e+07
8.29695852e+02	1.14820629e+07
8.47086827e+02	1.17267675e+07
8.64842328e+02	1.19766372e+07
8.82969996e+02	1.22317806e+07
9.01477631e+02	1.24923081e+07
9.20373200e+02	1.27583330e+07
9.39664831e+02	1.30299704e+07
9.59360829e+02	1.33073383e+07
9.79469667e+02	1.35905567e+07
1.00000000e+03	1.38797486e+07
1.02096066e+03	1.41750393e+07
1.04236067e+03	1.44765566e+07
1.06420924e+03	1.47844312e+07
1.08651577e+03	1.50987965e+07
1.10928986e+03	1.54197887e+07
1.13254132e+03	1.57475467e+07
1.15628013e+03	1.60822125e+07
1.18051653e+03	1.64239310e+07
1.20526094e+03	1.67728500e+07
1.23052400e+03	1.71291206e+07
1.25631660e+03	1.74928970e+07
1.28264983e+03	1.78643366e+07
1.30953502e+03	1.82436000e+07
1.33698374e+03	1.86308514e+07
1.36500781e+03	1.90262583e+07
1.39361927e+03	1.94299915e+07
1.42283046e+03	1.98422258e+07
1.45265393e+03	2.02631393e+07
1.48310251e+03	2.06929140e+07
1.51418933e+03	2.11317358e+07
1.54592774e+03	2.15797942e+07
1.57833141e+03	2.20372828e+07
1.61141428e+03	2.25043995e+07
1.64519059e+03	2.29813459e+07
1.67967487e+03	2.34683283e+07
1.71488197e+03	2.39655568e+07
1.75082703e+03	2.44732463e+07
1.78752553e+03	2.49916161e+07
1.82499324e+03	2.55208899e+07
1.86324631e+03	2.60612964e+07
1.90230119e+03	2.66130689e+07
1.94217468e+03	2.71764456e+07
1.98288395e+03	2.77516696e+07
2.02444651e+03	2.83389893e+07
2.06688025e+03	2.89386582e+07
2.11020343e+03	2.95509350e+07
2.15443469e+03	3.01760839e+07
2.19959307e+03	3.08143748e+07
2.24569800e+03	3.14660830e+07
2.29276931e+03	3.21314897e+07
2.34082728e+03	3.28108818e+07
2.38989257e+03	3.35045526e+07
2.43998630e+03	3.42128011e+07
2.49113003e+03	3.49359328e+07
2.54334576e+03	3.56742597e+07
2.59665597e+03	3.64281000e+07
2.65108360e+03	3.71977789e+07
2.70665207e+03	3.79836281e+07
2.76338529e+03	3.87859866e+07
2.82130768e+03	3.96052003e+07
2.88044415e+03	4.04416222e+07
2.94082017e+03	4.12956130e+07
3.00246171e+03	4.21675408e+07
3.06539530e+03	4.30577814e+07
3.12964801e+03	4.39667184e+07
3.19524751e+03	4.48947436e+07
3.26222201e+03	4.58422569e+07
3.33060034e+03	4.68096667e+07
3.40041193e+03	4.77973898e+07
3.47168682e+03	4.88058519e+07
3.54445567e+03	4.98354873e+07
3.61874981e+03	5.08867397e+07
3.69460121e+03	5.19600622e+07
3.77204249e+03	5.30559169e+07
3.85110700e+03	5.41747761e+07
3.93182876e+03	5.53171217e+07
4.01424249e+03	5.64834458e+07
4.09838367e+03	5.76742508e+07
4.18428851e+03	5.88900496e+07
4.27199397e+03	6.01313658e+07
4.36153779e+03	6.13987340e+07
4.45295851e+03	6.26927003e+07
4.54629547e+03	6.40138216e+07
4.64158883e+03	6.53626672e+07
4.73887961e+03	6.67398177e+07
4.83820966e+03	6.81458663e+07
4.93962174e+03	6.95814184e+07
5.04315949e+03	7.10470922e+07
5.14886745e+03	7.25435189e+07
5.25679112e+03	7.40713426e+07
5.36697695e+03	7.56312213e+07
5.47947234e+03	7.72238267e+07
5.59432571e+03	7.88498444e+07
5.71158648e+03	8.05099744e+07
5.83130511e+03	8.22049316e+07
5.95353313e+03	8.39354457e+07
6.07832313e+03	8.57022617e+07
6.20572881e+03	8.75061401e+07
6.33580499e+03	8.93478577e+07
6.46860766e+03	9.12282073e+07
6.60419396e+03	9.31479982e+07
6.74262224e+03	9.51080571e+07
6.88395207e+03	9.71092275e+07
7.02824426e+03	9.91523710e+07
7.17556092e+03	1.01238367e+08
7.32596543e+03	1.03368114e+08
7.47952252e+03	1.05542527e+08
7.63629826e+03	1.07762544e+08
7.79636013e+03	1.10029120e+08
7.95977700e+03	1.12343230e+08
8.12661920e+03	1.14705871e+08
8.29695852e+03	1.17118059e+08
8.47086827e+03	1.19580833e+08
8.64842328e+03	1.22095253e+08
8.82969996e+03	1.24662400e+08
9.01477631e+03	1.27283380e+08
9.20373200e+03	1.29959321e+08
9.39664831e+03	1.32691375e+08
9.59360829e+03	1.35480718e+08
9.79469667e+03	1.38328549e+08
1.00000000e+04	1.41236096e+08
