# redshift	D_L [Mpc]
5.14886745e-05	2.27879050e-01
5.25679112e-05	2.32655739e-01
5.36697695e-05	2.37532558e-01
5.47947234e-05	2.42511608e-01
5.59432571e-05	2.47595030e-01
5.71158648e-05	2.52785013e-01
5.83130511e-05	2.58083792e-01
5.95353313e-05	2.63493647e-01
6.07832313e-05	2.69016906e-01
6.20572881e-05	2.74655947e-01
6.33580499e-05	2.80413198e-01
6.46860766e-05	2.86291136e-01
6.60419396e-05	2.92292293e-01
6.74262224e-05	2.98419250e-01
6.88395207e-05	3.04674646e-01
7.02824426e-05	3.11061173e-01
7.17556092e-05	3.17581581e-01
7.32596543e-05	3.24238675e-01
7.47952252e-05	3.31035323e-01
7.63629826e-05	3.37974450e-01
7.79636013e-05	3.45059043e-01
7.95977700e-05	3.52292151e-01
8.12661920e-05	3.59676889e-01
8.29695852e-05	3.67216435e-01
8.47086827e-05	3.74914035e-01
8.64842328e-05	3.82773004e-01
8.82969996e-05	3.90796724e-01
9.01477631e-05	3.98988649e-01
9.20373200e-05	4.07352307e-01
9.39664831e-05	4.15891297e-01
9.59360829e-05	4.24609297e-01
9.79469667e-05	4.33510058e-01
1.00000000e-04	4.42597414e-01
1.02096066e-04	4.51875277e-01
1.04236067e-04	4.61347640e-01
1.06420924e-04	4.71018583e-01
1.08651577e-04	4.80892268e-01
1.10928986e-04	4.90972947e-01
1.13254132e-04	5.01264961e-01
1.15628013e-04	5.11772739e-01
1.18051653e-04	5.22500808e-01
1.20526094e-04	5.33453785e-01
1.23052400e-04	5.44636386e-01
1.25631660e-04	5.56053427e-01
1.28264983e-04	5.67709823e-01
1.30953502e-04	5.79610594e-01
1.33698374e-04	5.91760864e-01
1.36500781e-04	6.04165864e-01
1.39361927e-04	6.16830936e-01
1.42283046e-04	6.29761534e-01
1.45265393e-04	6.42963226e-01
1.48310251e-04	6.56441696e-01
1.51418933e-04	6.70202749e-01
1.54592774e-04	6.84252310e-01
1.57833141e-04	6.98596431e-01
1.61141428e-04	7.13241287e-01
1.64519059e-04	7.28193186e-01
1.67967487e-04	7.43458566e-01
1.71488197e-04	7.59044002e-01
1.75082703e-04	7.74956207e-01
1.78752553e-04	7.91202032e-01
1.82499324e-04	8.07788475e-01
1.86324631e-04	8.24722680e-01
1.90230119e-04	8.42011939e-01
1.94217468e-04	8.59663700e-01
1.98288395e-04	8.77685564e-01
2.02444651e-04	8.96085295e-01
2.06688025e-04	9.14870818e-01
2.11020343e-04	9.34050224e-01
2.15443469e-04	9.53631775e-01
2.19959307e-04	9.73623905e-01
2.24569800e-04	9.94035227e-01
2.29276931e-04	1.01487453e+00
2.34082728e-04	1.03615080e+00
2.38989257e-04	1.05787319e+00
2.43998630e-04	1.08005107e+00
2.49113003e-04	1.10269399e+00
2.54334576e-04	1.12581170e+00
2.59665597e-04	1.14941416e+00
2.65108360e-04	1.17351155e+00
2.70665207e-04	1.19811424e+00
2.76338529e-04	1.22323284e+00
2.82130768e-04	1.24887816e+00
2.88044415e-04	1.27506127e+00
2.94082017e-04	1.30179343e+00
3.00246171e-04	1.32908617e+00
3.06539530e-04	1.35695126e+00
3.12964801e-04	1.38540069e+00
3.19524751e-04	1.41444673e+00
3.26222201e-04	1.44410190e+00
3.33060034e-04	1.47437897e+00
3.40041193e-04	1.50529100e+00
3.47168682e-04	1.53685131e+00
3.54445567e-04	1.56907350e+00
3.61874981e-04	1.60197145e+00
3.69460121e-04	1.63555936e+00
3.77204249e-04	1.66985170e+00
3.85110700e-04	1.70486325e+00
3.93182876e-04	1.74060910e+00
4.01424249e-04	1.77710466e+00
4.09838367e-04	1.81436567e+00
4.18428851e-04	1.85240820e+00
4.27199397e-04	1.89124863e+00
4.36153779e-04	1.93090373e+00
4.45295851e-04	1.97139059e+00
4.54629547e-04	2.01272666e+00
4.64158883e-04	2.05492978e+00
4.73887961e-04	2.09801814e+00
4.83820966e-04	2.14201032e+00
4.93962174e-04	2.18692530e+00
5.04315949e-04	2.23278245e+00
5.14886745e-04	2.27960155e+00
5.25679112e-04	2.32740279e+00
5.36697695e-04	2.37620679e+00
5.47947234e-04	2.42603461e+00
5.59432571e-04	2.47690774e+00
5.71158648e-04	2.52884813e+00
5.83130511e-04	2.58187819e+00
5.95353313e-04	2.63602079e+00
6.07832313e-04	2.69129931e+00
6.20572881e-04	2.74773760e+00
6.33580499e-04	2.80536000e+00
6.46860766e-04	2.86419140e+00
6.60419396e-04	2.92425718e+00
6.74262224e-04	2.98558327e+00
6.88395207e-04	3.04819613e+00
7.02824426e-04	3.11212280e+00
7.17556092e-04	3.17739088e+00
7.32596543e-04	3.24402854e+00
7.47952252e-04	3.31206455e+00
7.63629826e-04	3.38152830e+00
7.79636013e-04	3.45244978e+00
7.95977700e-04	3.52485961e+00
8.12661920e-04	3.59878908e+00
8.29695852e-04	3.67427010e+00
8.47086827e-04	3.75133529e+00
8.64842328e-04	3.83001794e+00
8.82969996e-04	3.91035204e+00
9.01477631e-04	3.99237230e+00
9.20373200e-04	4.07611415e+00
9.39664831e-04	4.16161380e+00
9.59360829e-04	4.24890818e+00
9.79469667e-04	4.33803503e+00
1.00000000e-03	4.42903286e+00
1.02096066e-03	4.52194103e+00
1.04236067e-03	4.61679970e+00
1.06420924e-03	4.71364987e+00
1.08651577e-03	4.81253343e+00
1.10928986e-03	4.91349314e+00
1.13254132e-03	5.01657267e+00
1.15628013e-03	5.12181660e+00
1.18051653e-03	5.22927047e+00
1.20526094e-03	5.33898075e+00
1.23052400e-03	5.45099492e+00
1.25631660e-03	5.56536145e+00
1.28264983e-03	5.68212985e+00
1.30953502e-03	5.80135064e+00
1.33698374e-03	5.92307545e+00
1.36500781e-03	6.04735696e+00
1.39361927e-03	6.17424900e+00
1.42283046e-03	6.30380651e+00
1.45265393e-03	6.43608562e+00
1.48310251e-03	6.57114361e+00
1.51418933e-03	6.70903899e+00
1.54592774e-03	6.84983153e+00
1.57833141e-03	6.99358222e+00
1.61141428e-03	7.14035338e+00
1.64519059e-03	7.29020862e+00
1.67967487e-03	7.44321292e+00
1.71488197e-03	7.59943261e+00
1.75082703e-03	7.75893545e+00
1.78752553e-03	7.92179063e+00
1.82499324e-03	8.08806878e+00
1.86324631e-03	8.25784207e+00
1.90230119e-03	8.43118416e+00
1.94217468e-03	8.60817029e+00
1.98288395e-03	8.78887730e+00
2.02444651e-03	8.97338364e+00
2.06688025e-03	9.16176946e+00
2.11020343e-03	9.35411657e+00
2.15443469e-03	9.55050854e+00
2.19959307e-03	9.75103070e+00
2.24569800e-03	9.95577022e+00
2.29276931e-03	1.01648161e+01
2.34082728e-03	1.03782592e+01
2.38989257e-03	1.05961924e+01
2.43998630e-03	1.08187104e+01
2.49113003e-03	1.10459102e+01
2.54334576e-03	1.12778904e+01
2.59665597e-03	1.15147523e+01
2.65108360e-03	1.17565988e+01
2.70665207e-03	1.20035352e+01
2.76338529e-03	1.22556692e+01
2.82130768e-03	1.25131107e+01
2.88044415e-03	1.27759717e+01
2.94082017e-03	1.30443669e+01
3.00246171e-03	1.33184134e+01
3.06539530e-03	1.35982306e+01
3.12964801e-03	1.38839407e+01
3.19524751e-03	1.41756683e+01
3.26222201e-03	1.44735408e+01
3.33060034e-03	1.47776882e+01
3.40041193e-03	1.50882435e+01
3.47168682e-03	1.54053423e+01
3.54445567e-03	1.57291232e+01
3.61874981e-03	1.60597277e+01
3.69460121e-03	1.63973005e+01
3.77204249e-03	1.67419892e+01
3.85110700e-03	1.70939448e+01
3.93182876e-03	1.74533212e+01
4.01424249e-03	1.78202760e+01
4.09838367e-03	1.81949698e+01
4.18428851e-03	1.85775668e+01
4.27199397e-03	1.89682349e+01
4.36153779e-03	1.93671453e+01
4.45295851e-03	1.97744732e+01
4.54629547e-03	2.01903972e+01
4.64158883e-03	2.06151002e+01
4.73887961e-03	2.10487685e+01
4.83820966e-03	2.14915929e+01
4.93962174e-03	2.19437681e+01
5.04315949e-03	2.24054928e+01
5.14886745e-03	2.28769705e+01
5.25679112e-03	2.33584085e+01
5.36697695e-03	2.38500191e+01
5.47947234e-03	2.43520188e+01
5.59432571e-03	2.48646290e+01
5.71158648e-03	2.53880759e+01
5.83130511e-03	2.59225904e+01
5.95353313e-03	2.64684086e+01
6.07832313e-03	2.70257716e+01
6.20572881e-03	2.75949258e+01
6.33580499e-03	2.81761230e+01
6.46860766e-03	2.87696203e+01
6.60419396e-03	2.93756806e+01
6.74262224e-03	2.99945724e+01
6.88395207e-03	3.06265700e+01
7.02824426e-03	3.12719537e+01
7.17556092e-03	3.19310100e+01
7.32596543e-03	3.26040317e+01
7.47952252e-03	3.32913178e+01
7.63629826e-03	3.39931739e+01
7.79636013e-03	3.47099123e+01
7.95977700e-03	3.54418523e+01
8.12661920e-03	3.61893200e+01
8.29695852e-03	3.69526486e+01
8.47086827e-03	3.77321788e+01
8.64842328e-03	3.85282587e+01
8.82969996e-03	3.93412440e+01
9.01477631e-03	4.01714983e+01
9.20373200e-03	4.10193933e+01
9.39664831e-03	4.18853086e+01
9.59360829e-03	4.27696326e+01
9.79469667e-03	4.36727618e+01
1.00000000e-02	4.45951019e+01
1.02096066e-02	4.55370673e+01
1.04236067e-02	4.64990817e+01
1.06420924e-02	4.74815782e+01
1.08651577e-02	4.84849995e+01
1.10928986e-02	4.95097981e+01
1.13254132e-02	5.05564366e+01
1.15628013e-02	5.16253879e+01
1.18051653e-02	5.27171355e+01
1.20526094e-02	5.38321736e+01
1.23052400e-02	5.49710076e+01
1.25631660e-02	5.61341540e+01
1.28264983e-02	5.73221411e+01
1.30953502e-02	5.85355088e+01
1.33698374e-02	5.97748093e+01
1.36500781e-02	6.10406073e+01
1.39361927e-02	6.23334800e+01
1.42283046e-02	6.36540177e+01
1.45265393e-02	6.50028241e+01
1.48310251e-02	6.63805165e+01
1.51418933e-02	6.77877261e+01
1.54592774e-02	6.92250986e+01
1.57833141e-02	7.06932941e+01
1.61141428e-02	7.21929879e+01
1.64519059e-02	7.37248706e+01
1.67967487e-02	7.52896486e+01
1.71488197e-02	7.68880444e+01
1.75082703e-02	7.85207969e+01
1.78752553e-02	8.01886622e+01
1.82499324e-02	8.18924134e+01
1.86324631e-02	8.36328417e+01
1.90230119e-02	8.54107563e+01
1.94217468e-02	8.72269850e+01
1.98288395e-02	8.90823748e+01
2.02444651e-02	9.09777924e+01
2.06688025e-02	9.29141243e+01
2.11020343e-02	9.48922779e+01
2.15443469e-02	9.69131813e+01
2.19959307e-02	9.89777846e+01
2.24569800e-02	1.01087060e+02
2.29276931e-02	1.03242001e+02
2.34082728e-02	1.05443628e+02
2.38989257e-02	1.07692981e+02
2.43998630e-02	1.09991126e+02
2.49113003e-02	1.12339157e+02
2.54334576e-02	1.14738188e+02
2.59665597e-02	1.17189365e+02
2.65108360e-02	1.19693858e+02
2.70665207e-02	1.22252865e+02
2.76338529e-02	1.24867612e+02
2.82130768e-02	1.27539357e+02
2.88044415e-02	1.30269385e+02
2.94082017e-02	1.33059013e+02
3.00246171e-02	1.35909589e+02
3.06539530e-02	1.38822493e+02
3.12964801e-02	1.41799140e+02
3.19524751e-02	1.44840977e+02
3.26222201e-02	1.47949487e+02
3.33060034e-02	1.51126188e+02
3.40041193e-02	1.54372638e+02
3.47168682e-02	1.57690427e+02
3.54445567e-02	1.61081190e+02
3.61874981e-02	1.64546596e+02
3.69460121e-02	1.68088361e+02
3.77204249e-02	1.71708237e+02
3.85110700e-02	1.75408024e+02
3.93182876e-02	1.79189562e+02
4.01424249e-02	1.83054741e+02
4.09838367e-02	1.87005493e+02
4.18428851e-02	1.91043802e+02
4.27199397e-02	1.95171699e+02
4.36153779e-02	1.99391266e+02
4.45295851e-02	2.03704637e+02
4.54629547e-02	2.08113999e+02
4.64158883e-02	2.12621595e+02
4.73887961e-02	2.17229723e+02
4.83820966e-02	2.21940740e+02
4.93962174e-02	2.26757063e+02
5.04315949e-02	2.31681167e+02
5.14886745e-02	2.36715594e+02
5.25679112e-02	2.41862948e+02
5.36697695e-02	2.47125901e+02
5.47947234e-02	2.52507191e+02
5.59432571e-02	2.58009628e+02
5.71158648e-02	2.63636094e+02
5.83130511e-02	2.69389545e+02
5.95353313e-02	2.75273013e+02
6.07832313e-02	2.81289609e+02
6.20572881e-02	2.87442524e+02
6.33580499e-02	2.93735032e+02
6.46860766e-02	3.00170493e+02
6.60419396e-02	3.06752353e+02
6.74262224e-02	3.13484151e+02
6.88395207e-02	3.20369517e+02
7.02824426e-02	3.27412177e+02
7.17556092e-02	3.34615954e+02
7.32596543e-02	3.41984774e+02
7.47952252e-02	3.49522665e+02
7.63629826e-02	3.57233765e+02
7.79636013e-02	3.65122318e+02
7.95977700e-02	3.73192685e+02
8.12661920e-02	3.81449340e+02
8.29695852e-02	3.89896881e+02
8.47086827e-02	3.98540026e+02
8.64842328e-02	4.07383622e+02
8.82969996e-02	4.16432645e+02
9.01477631e-02	4.25692208e+02
9.20373200e-02	4.35167560e+02
9.39664831e-02	4.44864093e+02
9.59360829e-02	4.54787348e+02
9.79469667e-02	4.64943014e+02
1.00000000e-01	4.75336937e+02
1.02096066e-01	4.85975124e+02
1.04236067e-01	4.96863744e+02
1.06420924e-01	5.08009137e+02
1.08651577e-01	5.19417820e+02
1.10928986e-01	5.31096485e+02
1.13254132e-01	5.43052013e+02
1.15628013e-01	5.55291474e+02
1.18051653e-01	5.67822133e+02
1.20526094e-01	5.80651459e+02
1.23052400e-01	5.93787127e+02
1.25631660e-01	6.07237027e+02
1.28264983e-01	6.21009270e+02
1.30953502e-01	6.35112192e+02
1.33698374e-01	6.49554364e+02
1.36500781e-01	6.64344596e+02
1.39361927e-01	6.79491946e+02
1.42283046e-01	6.95005728e+02
1.45265393e-01	7.10895516e+02
1.48310251e-01	7.27171154e+02
1.51418933e-01	7.43842766e+02
1.54592774e-01	7.60920761e+02
1.57833141e-01	7.78415841e+02
1.61141428e-01	7.96339012e+02
1.64519059e-01	8.14701591e+02
1.67967487e-01	8.33515217e+02
1.71488197e-01	8.52791859e+02
1.75082703e-01	8.72543824e+02
1.78752553e-01	8.92783770e+02
1.82499324e-01	9.13524716e+02
1.86324631e-01	9.34780047e+02
1.90230119e-01	9.56563532e+02
1.94217468e-01	9.78889332e+02
1.98288395e-01	1.00177201e+03
2.02444651e-01	1.02522653e+03
2.06688025e-01	1.04926832e+03
2.11020343e-01	1.07391320e+03
2.15443469e-01	1.09917746e+03
2.19959307e-01	1.12507786e+03
2.24569800e-01	1.15163164e+03
2.29276931e-01	1.17885650e+03
2.34082728e-01	1.20677067e+03
2.38989257e-01	1.23539290e+03
2.43998630e-01	1.26474244e+03
2.49113003e-01	1.29483911e+03
2.54334576e-01	1.32570329e+03
2.59665597e-01	1.35735593e+03
2.65108360e-01	1.38981857e+03
2.70665207e-01	1.42311335e+03
2.76338529e-01	1.45726306e+03
2.82130768e-01	1.49229109e+03
2.88044415e-01	1.52822152e+03
2.94082017e-01	1.56507909e+03
3.00246171e-01	1.60288922e+03
3.06539530e-01	1.64167805e+03
3.12964801e-01	1.68147246e+03
3.19524751e-01	1.72230006e+03
3.26222201e-01	1.76418921e+03
3.33060034e-01	1.80716909e+03
3.40041193e-01	1.85126964e+03
3.47168682e-01	1.89652166e+03
3.54445567e-01	1.94295678e+03
3.61874981e-01	1.99060748e+03
3.69460121e-01	2.03950714e+03
3.77204249e-01	2.08969004e+03
3.85110700e-01	2.14119139e+03
3.93182876e-01	2.19404734e+03
4.01424249e-01	2.24829501e+03
4.09838367e-01	2.30397253e+03
4.18428851e-01	2.36111903e+03
4.27199397e-01	2.41977467e+03
4.36153779e-01	2.47998070e+03
4.45295851e-01	2.54177943e+03
4.54629547e-01	2.60521428e+03
4.64158883e-01	2.67032983e+03
4.73887961e-01	2.73717179e+03
4.83820966e-01	2.80578706e+03
4.93962174e-01	2.87622375e+03
5.04315949e-01	2.94853120e+03
5.14886745e-01	3.02276002e+03
5.25679112e-01	3.09896210e+03
5.36697695e-01	3.17719062e+03
5.47947234e-01	3.25750014e+03
5.59432571e-01	3.33994654e+03
5.71158648e-01	3.42458713e+03
5.83130511e-01	3.51148061e+03
5.95353313e-01	3.60068715e+03
6.07832313e-01	3.69226839e+03
6.20572881e-01	3.78628747e+03
6.33580499e-01	3.88280907e+03
6.46860766e-01	3.98189943e+03
6.60419396e-01	4.08362638e+03
6.74262224e-01	4.18805940e+03
6.88395207e-01	4.29526960e+03
7.02824426e-01	4.40532977e+03
7.17556092e-01	4.51831445e+03
7.32596543e-01	4.63429992e+03
7.47952252e-01	4.75336423e+03
7.63629826e-01	4.87558726e+03
7.79636013e-01	5.00105075e+03
7.95977700e-01	5.12983833e+03
8.12661920e-01	5.26203553e+03
8.29695852e-01	5.39772988e+03
8.47086827e-01	5.53701088e+03
8.64842328e-01	5.67997007e+03
8.82969996e-01	5.82670109e+03
9.01477631e-01	5.97729968e+03
9.20373200e-01	6.13186373e+03
9.39664831e-01	6.29049336e+03
9.59360829e-01	6.45329090e+03
9.79469667e-01	6.62036100e+03
1.00000000e+00	6.79181062e+03
1.02096066e+00	6.96774913e+03
1.04236067e+00	7.14828831e+03
1.06420924e+00	7.33354242e+03
1.08651577e+00	7.52362827e+03
1.10928986e+00	7.71866523e+03
1.13254132e+00	7.91877533e+03
1.15628013e+00	8.12408328e+03
1.18051653e+00	8.33471654e+03
1.20526094e+00	8.55080539e+03
1.23052400e+00	8.77248298e+03
1.25631660e+00	8.99988538e+03
1.28264983e+00	9.23315166e+03
1.30953502e+00	9.47242396e+03
1.33698374e+00	9.71784754e+03
1.36500781e+00	9.96957085e+03
1.39361927e+00	1.02277456e+04
1.42283046e+00	1.04925270e+04
1.45265393e+00	1.07640733e+04
1.48310251e+00	1.10425467e+04
1.51418933e+00	1.13281126e+04
1.54592774e+00	1.16209403e+04
1.57833141e+00	1.19212026e+04
1.61141428e+00	1.22290765e+04
1.64519059e+00	1.25447425e+04
1.67967487e+00	1.28683853e+04
1.71488197e+00	1.32001937e+04
1.75082703e+00	1.35403606e+04
1.78752553e+00	1.38890832e+04
1.82499324e+00	1.42465630e+04
1.86324631e+00	1.46130063e+04
1.90230119e+00	1.49886236e+04
1.94217468e+00	1.53736301e+04
1.98288395e+00	1.57682461e+04
2.02444651e+00	1.61726966e+04
2.06688025e+00	1.65872114e+04
2.11020343e+00	1.70120259e+04
2.15443469e+00	1.74473802e+04
2.19959307e+00	1.78935202e+04
2.24569800e+00	1.83506971e+04
2.29276931e+00	1.88191675e+04
2.34082728e+00	1.92991941e+04
2.38989257e+00	1.97910452e+04
2.43998630e+00	2.02949951e+04
2.49113003e+00	2.08113244e+04
2.54334576e+00	2.13403197e+04
2.59665597e+00	2.18822740e+04
2.65108360e+00	2.24374872e+04
2.70665207e+00	2.30062653e+04
2.76338529e+00	2.35889217e+04
2.82130768e+00	2.41857762e+04
2.88044415e+00	2.47971563e+04
2.94082017e+00	2.54233963e+04
3.00246171e+00	2.60648382e+04
3.06539530e+00	2.67218316e+04
3.12964801e+00	2.73947336e+04
3.19524751e+00	2.80839095e+04
3.26222201e+00	2.87897327e+04
3.33060034e+00	2.95125846e+04
3.40041193e+00	3.02528555e+04
3.47168682e+00	3.10109439e+04
3.54445567e+00	3.17872573e+04
3.61874981e+00	3.25822123e+04
3.69460121e+00	3.33962346e+04
3.77204249e+00	3.42297592e+04
3.85110700e+00	3.50832309e+04
3.93182876e+00	3.59571042e+04
4.01424249e+00	3.68518436e+04
4.09838367e+00	3.77679239e+04
4.18428851e+00	3.87058302e+04
4.27199397e+00	3.96660584e+04
4.36153779e+00	4.06491153e+04
4.45295851e+00	4.16555186e+04
4.54629547e+00	4.26857976e+04
4.64158883e+00	4.37404931e+04
4.73887961e+00	4.48201578e+04
4.83820966e+00	4.59253563e+04
4.93962174e+00	4.70566657e+04
5.04315949e+00	4.82146758e+04
5.14886745e+00	4.93999891e+04
5.25679112e+00	5.06132212e+04
5.36697695e+00	5.18550013e+04
5.47947234e+00	5.31259723e+04
5.59432571e+00	5.44267908e+04
5.71158648e+00	5.57581281e+04
5.83130511e+00	5.71206698e+04
5.95353313e+00	5.85151165e+04
6.07832313e+00	5.99421840e+04
6.20572881e+00	6.14026035e+04
6.33580499e+00	6.28971224e+04
6.46860766e+00	6.44265039e+04
6.60419396e+00	6.59915279e+04
6.74262224e+00	6.75929913e+04
6.88395207e+00	6.92317081e+04
7.02824426e+00	7.09085098e+04
7.17556092e+00	7.26242460e+04
7.32596543e+00	7.43797848e+04
7.47952252e+00	7.61760128e+04
7.63629826e+00	7.80138357e+04
7.79636013e+00	7.98941789e+04
7.95977700e+00	8.18179877e+04
8.12661920e+00	8.37862278e+04
8.29695852e+00	8.57998856e+04
8.47086827e+00	8.78599687e+04
8.64842328e+00	8.99675066e+04
8.82969996e+00	9.21235506e+04
9.01477631e+00	9.43291750e+04
9.20373200e+00	9.65854769e+04
9.39664831e+00	9.88935771e+04
9.59360829e+00	1.01254620e+05
9.79469667e+00	1.03669776e+05
1.00000000e+01	1.06140239e+05
1.02096066e+01	1.08667228e+05
1.04236067e+01	1.11251991e+05
1.06420924e+01	1.13895801e+05
1.08651577e+01	1.16599957e+05
1.10928986e+01	1.19365787e+05
1.13254132e+01	1.22194649e+05
1.15628013e+01	1.25087927e+05
1.18051653e+01	1.28047038e+05
1.20526094e+01	1.31073426e+05
1.23052400e+01	1.34168568e+05
1.25631660e+01	1.37333971e+05
1.28264983e+01	1.40571177e+05
1.30953502e+01	1.43881759e+05
1.33698374e+01	1.47267322e+05
1.36500781e+01	1.50729508e+05
1.39361927e+01	1.54269994e+05
1.42283046e+01	1.57890491e+05
1.45265393e+01	1.61592747e+05
1.48310251e+01	1.65378549e+05
1.51418933e+01	1.69249719e+05
1.54592774e+01	1.73208122e+05
1.57833141e+01	1.77255659e+05
1.61141428e+01	1.81394273e+05
1.64519059e+01	1.85625948e+05
1.67967487e+01	1.89952712e+05
1.71488197e+01	1.94376635e+05
1.75082703e+01	1.98899829e+05
1.78752553e+01	2.03524454e+05
1.82499324e+01	2.08252716e+05
1.86324631e+01	2.13086865e+05
1.90230119e+01	2.18029203e+05
1.94217468e+01	2.23082076e+05
1.98288395e+01	2.28247885e+05
2.02444651e+01	2.33529078e+05
2.06688025e+01	2.38928158e+05
2.11020343e+01	2.44447680e+05
2.15443469e+01	2.50090252e+05
2.19959307e+01	2.55858540e+05
2.24569800e+01	2.61755266e+05
2.29276931e+01	2.67783207e+05
2.34082728e+01	2.73945203e+05
2.38989257e+01	2.80244152e+05
2.43998630e+01	2.86683014e+05
2.49113003e+01	2.93264812e+05
2.54334576e+01	2.99992634e+05
2.59665597e+01	3.06869631e+05
2.65108360e+01	3.13899024e+05
2.70665207e+01	3.21084099e+05
2.76338529e+01	3.28428216e+05
2.82130768e+01	3.35934802e+05
2.88044415e+01	3.43607359e+05
2.94082017e+01	3.51449464e+05
3.00246171e+01	3.59464767e+05
3.06539530e+01	3.67656997e+05
3.12964801e+01	3.76029963e+05
3.19524751e+01	3.84587554e+05
3.26222201e+01	3.93333741e+05
3.33060034e+01	4.02272578e+05
3.40041193e+01	4.11408207e+05
3.47168682e+01	4.20744858e+05
3.54445567e+01	4.30286848e+05
3.61874981e+01	4.40038588e+05
3.69460121e+01	4.50004581e+05
3.77204249e+01	4.60189425e+05
3.85110700e+01	4.70597817e+05
3.93182876e+01	4.81234552e+05
4.01424249e+01	4.92104526e+05
4.09838367e+01	5.03212741e+05
4.18428851e+01	5.14564302e+05
4.27199397e+01	5.26164424e+05
4.36153779e+01	5.38018431e+05
4.45295851e+01	5.50131760e+05
4.54629547e+01	5.62509964e+05
4.64158883e+01	5.75158711e+05
4.73887961e+01	5.88083792e+05
4.83820966e+01	6.01291118e+05
4.93962174e+01	6.14786726e+05
5.04315949e+01	6.28576779e+05
5.14886745e+01	6.42667573e+05
5.25679112e+01	6.57065535e+05
5.36697695e+01	6.71777227e+05
5.47947234e+01	6.86809352e+05
5.59432571e+01	7.02168753e+05
5.71158648e+01	7.17862419e+05
5.83130511e+01	7.33897483e+05
5.95353313e+01	7.50281234e+05
6.07832313e+01	7.67021110e+05
6.20572881e+01	7.84124708e+05
6.33580499e+01	8.01599785e+05
6.46860766e+01	8.19454264e+05
6.60419396e+01	8.37696231e+05
6.74262224e+01	8.56333945e+05
6.88395207e+01	8.75375840e+05
7.02824426e+01	8.94830526e+05
7.17556092e+01	9.14706795e+05
7.32596543e+01	9.35013626e+05
7.47952252e+01	9.55760186e+05
7.63629826e+01	9.76955835e+05
7.79636013e+01	9.98610131e+05
7.95977700e+01	1.02073283e+06
8.12661920e+01	1.04333391e+06
8.29695852e+01	1.06642353e+06
8.47086827e+01	1.09001208e+06
8.64842328e+01	1.11411018e+06
8.82969996e+01	1.13872866e+06
9.01477631e+01	1.16387857e+06
9.20373200e+01	1.18957121e+06
9.39664831e+01	1.21581811e+06
9.59360829e+01	1.24263105e+06
