# redshift	D_L [Mpc]
9.20373200e+01	1.20302630e+06
9.39664831e+01	1.22958954e+06
9.59360829e+01	1.25672579e+06
9.79469667e+01	1.28444720e+06
1.00000000e+02	1.31276620e+06
1.02096066e+02	1.34169549e+06
1.04236067e+02	1.37124802e+06
1.06420924e+02	1.40143701e+06
1.08651577e+02	1.43227598e+06
1.10928986e+02	1.46377871e+06
1.13254132e+02	1.49595928e+06
1.15628013e+02	1.52883208e+06
1.18051653e+02	1.56241178e+06
1.20526094e+02	1.59671337e+06
1.23052400e+02	1.63175215e+06
1.25631660e+02	1.66754375e+06
1.28264983e+02	1.70410413e+06
1.30953502e+02	1.74144957e+06
1.33698374e+02	1.77959670e+06
1.36500781e+02	1.81856252e+06
1.39361927e+02	1.85836435e+06
1.42283046e+02	1.89901991e+06
1.45265393e+02	1.94054726e+06
1.48310251e+02	1.98296487e+06
1.51418933e+02	2.02629157e+06
1.54592774e+02	2.07054662e+06
1.57833141e+02	2.11574965e+06
1.61141428e+02	2.16192072e+06
1.64519059e+02	2.20908030e+06
1.67967487e+02	2.25724932e+06
1.71488197e+02	2.30644911e+06
1.75082703e+02	2.35670148e+06
1.78752553e+02	2.40802867e+06
1.82499324e+02	2.46045341e+06
1.86324631e+02	2.51399890e+06
1.90230119e+02	2.56868882e+06
1.94217468e+02	2.62454736e+06
1.98288395e+02	2.68159922e+06
2.02444651e+02	2.73986959e+06
2.06688025e+02	2.79938423e+06
2.11020343e+02	2.86016940e+06
2.15443469e+02	2.92225194e+06
2.19959307e+02	2.98565925e+06
2.24569800e+02	3.05041930e+06
2.29276931e+02	3.11656063e+06
2.34082728e+02	3.18411241e+06
2.38989257e+02	3.25310441e+06
2.43998630e+02	3.32356701e+06
2.49113003e+02	3.39553126e+06
2.54334576e+02	3.46902881e+06
2.59665597e+02	3.54409203e+06
2.65108360e+02	3.62075394e+06
2.70665207e+02	3.69904825e+06
2.76338529e+02	3.77900939e+06
2.82130768e+02	3.86067250e+06
2.88044415e+02	3.94407347e+06
2.94082017e+02	4.02924893e+06
3.00246171e+02	4.11623629e+06
3.06539530e+02	4.20507372e+06
3.12964801e+02	4.29580024e+06
3.19524751e+02	4.38845562e+06
3.26222201e+02	4.48308053e+06
3.33060034e+02	4.57971645e+06
3.40041193e+02	4.67840574e+06
3.47168682e+02	4.77919166e+06
3.54445567e+02	4.88211836e+06
3.61874981e+02	4.98723092e+06
3.69460121e+02	5.09457536e+06
3.77204249e+02	5.20419869e+06
3.85110700e+02	5.31614888e+06
3.93182876e+02	5.43047491e+06
4.01424249e+02	5.54722679e+06
4.09838367e+02	5.66645556e+06
4.18428851e+02	5.78821337e+06
4.27199397e+02	5.91255342e+06
4.36153779e+02	6.03953005e+06
4.45295851e+02	6.16919874e+06
4.54629547e+02	6.30161610e+06
4.64158883e+02	6.43683996e+06
4.73887961e+02	6.57492935e+06
4.83820966e+02	6.71594454e+06
4.93962174e+02	6.85994706e+06
5.04315949e+02	7.00699972e+06
5.14886745e+02	7.15716665e+06
5.25679112e+02	7.31051333e+06
5.36697695e+02	7.46710661e+06
5.47947234e+02	7.62701473e+06
5.59432571e+02	7.79030738e+06
5.71158648e+02	7.95705567e+06
5.83130511e+02	8.12733225e+06
5.95353313e+02	8.30121125e+06
6.07832313e+02	8.47876837e+06
6.20572881e+02	8.66008089e+06
6.33580499e+02	8.84522771e+06
6.46860766e+02	9.03428938e+06
6.60419396e+02	9.22734815e+06
6.74262224e+02	9.42448796e+06
6.88395207e+02	9.62579455e+06
7.02824426e+02	9.83135541e+06
7.17556092e+02	1.00412599e+07
7.32596543e+02	1.02555992e+07
7.47952252e+02	1.04744665e+07
7.63629826e+02	1.06979568e+07
7.79636013e+02	1.09261672e+07
7.95977700e+02	1.11591968e+07
8.12661920e+02	1.13971467e+07
8.29695852e+02	1.16401203e+07
8.47086827e+02	1.18882230e+07
8.64842328e+02	1.21415624e+07
8.82969996e+02	1.24002484e+07
9.01477631e+02	1.26643933e+07
9.20373200e+02	1.29341116e+07
9.39664831e+02	1.32095203e+07
9.59360829e+02	1.34907387e+07
9.79469667e+02	1.37778888e+07
1.00000000e+03	1.40710951e+07
1.02096066e+03	1.43704844e+07
1.04236067e+03	1.46761867e+07
1.06420924e+03	1.49883343e+07
1.08651577e+03	1.53070624e+07
1.10928986e+03	1.56325091e+07
1.13254132e+03	1.59648152e+07
1.15628013e+03	1.63041247e+07
1.18051653e+03	1.66505843e+07
1.20526094e+03	1.70043442e+07
1.23052400e+03	1.73655573e+07
1.25631660e+03	1.77343800e+07
1.28264983e+03	1.81109718e+07
1.30953502e+03	1.84954957e+07
1.33698374e+03	1.88881179e+07
1.36500781e+03	1.92890083e+07
1.39361927e+03	1.96983401e+07
1.42283046e+03	2.01162905e+07
1.45265393e+03	2.05430400e+07
1.48310251e+03	2.09787732e+07
1.51418933e+03	2.14236784e+07
1.54592774e+03	2.18779478e+07
1.57833141e+03	2.23417777e+07
1.61141428e+03	2.28153686e+07
1.64519059e+03	2.32989251e+07
1.67967487e+03	2.37926559e+07
1.71488197e+03	2.42967745e+07
1.75082703e+03	2.48114984e+07
1.78752553e+03	2.53370500e+07
1.82499324e+03	2.58736563e+07
1.86324631e+03	2.64215488e+07
1.90230119e+03	2.69809642e+07
1.94217468e+03	2.75521438e+07
1.98288395e+03	2.81353344e+07
2.02444651e+03	2.87307874e+07
2.06688025e+03	2.93387600e+07
2.11020343e+03	2.99595145e+07
2.15443469e+03	3.05933187e+07
2.19959307e+03	3.12404461e+07
2.24569800e+03	3.19011758e+07
2.29276931e+03	3.25757930e+07
2.34082728e+03	3.32645885e+07
2.38989257e+03	3.39678595e+07
2.43998630e+03	3.46859092e+07
2.49113003e+03	3.54190474e+07
2.54334576e+03	3.61675902e+07
2.59665597e+03	3.69318604e+07
2.65108360e+03	3.77121875e+07
2.70665207e+03	3.85089078e+07
2.76338529e+03	3.93223650e+07
2.82130768e+03	4.01529097e+07
2.88044415e+03	4.10008998e+07
2.94082017e+03	4.18667009e+07
3.00246171e+03	4.27506862e+07
3.06539530e+03	4.36532367e+07
3.12964801e+03	4.45747412e+07
3.19524751e+03	4.55155971e+07
3.26222201e+03	4.64762096e+07
3.33060034e+03	4.74569927e+07
3.40041193e+03	4.84583690e+07
3.47168682e+03	4.94807699e+07
3.54445567e+03	5.05246360e+07
3.61874981e+03	5.15904170e+07
3.69460121e+03	5.26785720e+07
3.77204249e+03	5.37895698e+07
3.85110700e+03	5.49238890e+07
3.93182876e+03	5.60820181e+07
4.01424249e+03	5.72644560e+07
4.09838367e+03	5.84717121e+07
4.18428851e+03	5.97043063e+07
4.27199397e+03	6.09627694e+07
4.36153779e+03	6.22476435e+07
4.45295851e+03	6.35594819e+07
4.54629547e+03	6.48988495e+07
4.64158883e+03	6.62663232e+07
4.73887961e+03	6.76624917e+07
4.83820966e+03	6.90879564e+07
4.93962174e+03	7.05433310e+07
5.04315949e+03	7.20292422e+07
5.14886745e+03	7.35463298e+07
5.25679112e+03	7.50952470e+07
5.36697695e+03	7.66766607e+07
5.47947234e+03	7.82912518e+07
5.59432571e+03	7.99397155e+07
5.71158648e+03	8.16227614e+07
5.83130511e+03	8.33411141e+07
5.95353313e+03	8.50955135e+07
6.07832313e+03	8.68867147e+07
6.20572881e+03	8.87154890e+07
6.33580499e+03	9.05826236e+07
6.46860766e+03	9.24889223e+07
6.60419396e+03	9.44352056e+07
6.74262224e+03	9.64223114e+07
6.88395207e+03	9.84510952e+07
7.02824426e+03	1.00522430e+08
7.17556092e+03	1.02637208e+08
7.32596543e+03	1.04796339e+08
7.47952252e+03	1.07000752e+08
7.63629826e+03	1.09251397e+08
7.79636013e+03	1.11549242e+08
7.95977700e+03	1.13895276e+08
8.12661920e+03	1.16290509e+08
8.29695852e+03	1.18735971e+08
8.47086827e+03	1.21232717e+08
8.64842328e+03	1.23781819e+08
8.82969996e+03	1.26384376e+08
9.01477631e+03	1.29041507e+08
9.20373200e+03	1.31754356e+08
9.39664831e+03	1.34524091e+08
9.59360829e+03	1.37351903e+08
9.79469667e+03	1.40239011e+08
1.00000000e+04	1.43186655e+08
